id,date,timestamp,year,month,day,aqi,rank,pm25,pm10,so2,co,no2,o3
1511,2018-01-21,1516464000,2018,1,21,63,良,36,76,21,1.3,48,32
1512,2018-01-22,1516550400,2018,1,22,46,优,22,46,5,0.7,28,71
1513,2018-01-23,1516636800,2018,1,23,33,优,11,30,4,0.5,17,66
1514,2018-01-24,1516723200,2018,1,24,39,优,17,31,6,0.5,31,71
1515,2018-01-25,1516809600,2018,1,25,37,优,9,22,4,0.4,29,68
1516,2018-01-26,1516896000,2018,1,26,58,良,27,39,8,0.7,46,45
1517,2018-01-27,1516982400,2018,1,27,108,轻度污染,81,92,15,1.5,74,16
1518,2018-01-28,1517068800,2018,1,28,58,良,11,65,3,0.4,16,72
1519,2018-01-29,1517155200,2018,1,29,55,良,8,60,4,0.4,21,73
1520,2018-01-30,1517241600,2018,1,30,37,优,11,36,6,0.4,26,74
1521,2018-01-31,1517328000,2018,1,31,62,良,22,73,7,0.5,32,71
1522,2018-02-01,1517414400,2018,2,1,67,良,30,84,11,0.8,39,70
1523,2018-02-02,1517500800,2018,2,2,37,优,8,29,5,0.4,12,74
1524,2018-02-03,1517587200,2018,2,3,35,优,8,20,5,0.4,22,70
1525,2018-02-04,1517673600,2018,2,4,44,优,19,35,9,0.6,35,60
1526,2018-02-05,1517760000,2018,2,5,37,优,7,18,3,0.3,16,73
1527,2018-02-06,1517846400,2018,2,6,70,良,46,60,14,0.9,56,47
1528,2018-02-07,1517932800,2018,2,7,51,良,32,51,9,0.7,34,83
1529,2018-02-08,1518019200,2018,2,8,73,良,52,75,12,1,58,53
1530,2018-02-09,1518105600,2018,2,9,79,良,40,108,9,0.8,35,81
1531,2018-02-10,1518192000,2018,2,10,43,优,10,43,3,0.4,13,81
1532,2018-02-11,1518278400,2018,2,11,66,良,9,82,2,0.3,7,80
1533,2018-02-12,1518364800,2018,2,12,53,良,12,55,4,0.4,16,80
1534,2018-02-13,1518451200,2018,2,13,80,良,59,80,14,1.2,62,55
1535,2018-02-14,1518537600,2018,2,14,41,优,13,33,4,0.4,19,81
1536,2018-02-15,1518624000,2018,2,15,73,良,53,66,11,0.6,24,87
1537,2018-02-16,1518710400,2018,2,16,105,轻度污染,79,100,15,0.6,26,93
1538,2018-02-17,1518796800,2018,2,17,108,轻度污染,81,91,11,1.4,38,53
1539,2018-02-18,1518883200,2018,2,18,152,中度污染,116,109,16,1.9,50,88
1540,2018-02-19,1518969600,2018,2,19,188,中度污染,141,131,26,2.2,46,76
1541,2018-02-20,1519056000,2018,2,20,63,良,45,42,7,0.7,23,93
1542,2018-02-21,1519142400,2018,2,21,48,优,33,43,7,0.6,28,88
1543,2018-02-22,1519228800,2018,2,22,46,优,18,46,6,0.5,31,84
1544,2018-02-23,1519315200,2018,2,23,53,良,23,55,6,0.6,32,86
1545,2018-02-24,1519401600,2018,2,24,62,良,29,73,11,0.7,23,71
1546,2018-02-25,1519488000,2018,2,25,82,良,60,71,11,0.9,47,72
1547,2018-02-26,1519574400,2018,2,26,163,中度污染,124,122,22,1.7,75,94
1548,2018-02-27,1519660800,2018,2,27,219,重度污染,169,171,13,2,56,72
1549,2018-02-28,1519747200,2018,2,28,117,轻度污染,88,118,10,1.1,37,80
1550,2018-03-01,1519833600,2018,3,1,50,优,17,50,4,0.4,18,87
1551,2018-03-02,1519920000,2018,3,2,105,轻度污染,79,105,19,1.1,56,71
1552,2018-03-03,1520006400,2018,3,3,221,重度污染,171,196,19,2,79,57
1553,2018-03-04,1520092800,2018,3,4,126,轻度污染,58,202,7,0.9,38,51
1554,2018-03-05,1520179200,2018,3,5,90,良,48,129,9,0.9,45,71
1555,2018-03-06,1520265600,2018,3,6,63,良,45,64,11,0.9,41,69
1556,2018-03-07,1520352000,2018,3,7,64,良,46,63,9,0.8,51,48
1557,2018-03-08,1520438400,2018,3,8,61,良,43,72,6,0.7,37,76
1558,2018-03-09,1520524800,2018,3,9,137,轻度污染,104,107,13,1.3,72,79
1559,2018-03-10,1520611200,2018,3,10,156,中度污染,119,128,16,1.5,63,110
1560,2018-03-11,1520697600,2018,3,11,85,良,63,69,18,1.4,50,65
1561,2018-03-12,1520784000,2018,3,12,195,中度污染,146,141,11,1.7,75,91
1562,2018-03-13,1520870400,2018,3,13,294,重度污染,244,198,11,2.1,100,151
1563,2018-03-14,1520956800,2018,3,14,287,重度污染,237,185,17,2.6,79,86
1564,2018-03-15,1521043200,2018,3,15,62,良,20,74,3,0.4,18,95
1565,2018-03-16,1521129600,2018,3,16,55,良,33,60,8,0.6,31,95
1566,2018-03-17,1521216000,2018,3,17,83,良,61,60,5,0.9,62,29
1567,2018-03-18,1521302400,2018,3,18,138,轻度污染,105,73,3,1,56,88
1568,2018-03-19,1521388800,2018,3,19,94,良,70,60,4,0.8,47,97
1569,2018-03-20,1521475200,2018,3,20,44,优,23,39,4,0.5,35,87
1570,2018-03-21,1521561600,2018,3,21,80,良,59,83,9,0.9,56,75
1571,2018-03-22,1521648000,2018,3,22,115,轻度污染,87,104,8,1,66,96
1572,2018-03-23,1521734400,2018,3,23,144,轻度污染,110,132,12,1.4,90,64
1573,2018-03-24,1521820800,2018,3,24,120,轻度污染,91,102,10,1.2,63,118
1574,2018-03-25,1521907200,2018,3,25,78,良,57,95,7,0.7,59,128
1575,2018-03-26,1521993600,2018,3,26,162,中度污染,123,142,13,1.1,76,141
1576,2018-03-27,1522080000,2018,3,27,247,重度污染,197,196,12,1.4,103,119
1577,2018-03-28,1522166400,2018,3,28,0,无,0,0,6,0.9,52,75
1578,2018-03-29,1522252800,2018,3,29,112,轻度污染,39,173,13,0.8,46,88
1579,2018-03-30,1522339200,2018,3,30,69,良,41,85,8,0.6,55,104
1580,2018-03-31,1522425600,2018,3,31,137,轻度污染,104,155,13,1.1,85,120
1581,2018-04-01,1522512000,2018,4,1,226,重度污染,176,213,15,1.5,81,202
1582,2018-04-02,1522598400,2018,4,2,273,重度污染,223,243,10,1.8,69,155
1583,2018-04-03,1522684800,2018,4,3,71,良,12,91,2,0.3,17,87
1584,2018-04-04,1522771200,2018,4,4,43,优,22,20,2,0.4,34,64
1585,2018-04-05,1522857600,2018,4,5,74,良,51,97,2,0.6,28,46
1586,2018-04-06,1522944000,2018,4,6,60,良,14,70,2,0.3,9,91
1587,2018-04-07,1523030400,2018,4,7,49,优,18,49,5,0.3,24,98
1588,2018-04-08,1523116800,2018,4,8,69,良,40,87,6,0.6,49,90
1589,2018-04-09,1523203200,2018,4,9,115,轻度污染,87,126,22,1.4,64,115
1590,2018-04-10,1523289600,2018,4,10,84,良,51,118,8,0.8,40,90
1591,2018-04-11,1523376000,2018,4,11,56,良,19,62,5,0.3,38,106
1592,2018-04-12,1523462400,2018,4,12,80,良,31,109,9,0.6,40,103
1593,2018-04-13,1523548800,2018,4,13,69,良,39,59,9,1.2,55,51
1594,2018-04-14,1523635200,2018,4,14,118,轻度污染,28,185,2,0.3,13,101
1595,2018-04-15,1523721600,2018,4,15,66,良,24,81,4,0.4,31,111
1596,2018-04-16,1523808000,2018,4,16,106,轻度污染,72,162,10,0.7,50,157
1597,2018-04-17,1523894400,2018,4,17,133,轻度污染,96,216,10,0.9,43,158
1598,2018-04-18,1523980800,2018,4,18,144,轻度污染,110,214,8,0.9,49,174
1599,2018-04-19,1524067200,2018,4,19,160,中度污染,122,194,10,1,51,204
1600,2018-04-20,1524153600,2018,4,20,165,中度污染,125,158,12,1.4,44,223
1601,2018-04-21,1524240000,2018,4,21,92,良,68,72,3,1,34,78
1602,2018-04-22,1524326400,2018,4,22,39,优,10,19,2,0.4,21,77
1603,2018-04-23,1524412800,2018,4,23,55,良,17,31,2,0.4,29,106
1604,2018-04-24,1524499200,2018,4,24,64,良,19,35,2,0.4,38,116
1605,2018-04-25,1524585600,2018,4,25,87,良,33,65,4,0.5,46,144
1606,2018-04-26,1524672000,2018,4,26,122,轻度污染,92,111,6,0.8,54,167
1607,2018-04-27,1524758400,2018,4,27,113,轻度污染,41,175,5,0.6,39,141
1608,2018-04-28,1524844800,2018,4,28,150,轻度污染,96,174,7,0.8,56,214
1609,2018-04-29,1524931200,2018,4,29,195,中度污染,146,171,9,1,61,169
1610,2018-04-30,1525017600,2018,4,30,69,良,29,68,5,0.7,25,122
1611,2018-05-01,1525104000,2018,5,1,117,轻度污染,40,184,2,0.5,33,84
1612,2018-05-02,1525190400,2018,5,2,51,良,17,41,2,0.3,23,101
1613,2018-05-03,1525276800,2018,5,3,58,良,15,54,3,0.3,29,109
1614,2018-05-04,1525363200,2018,5,4,112,轻度污染,61,114,8,0.6,57,173
1615,2018-05-05,1525449600,2018,5,5,0,无,0,0,4,0.5,50,86
1616,2018-05-06,1525536000,2018,5,6,120,轻度污染,59,189,4,0.5,43,149
1617,2018-05-07,1525622400,2018,5,7,104,轻度污染,55,136,8,0.7,46,164
1618,2018-05-08,1525708800,2018,5,8,91,良,30,80,5,0.5,39,149
1619,2018-05-09,1525795200,2018,5,9,120,轻度污染,47,99,8,0.6,50,182
1620,2018-05-10,1525881600,2018,5,10,146,轻度污染,92,143,12,1,63,210
1621,2018-05-11,1525968000,2018,5,11,108,轻度污染,81,109,6,0.8,52,110
1622,2018-05-12,1526054400,2018,5,12,185,中度污染,139,121,4,1.5,44,163
1623,2018-05-13,1526140800,2018,5,13,119,轻度污染,49,84,3,0.6,40,180
1624,2018-05-14,1526227200,2018,5,14,178,中度污染,118,146,7,1.2,44,243
1625,2018-05-15,1526313600,2018,5,15,90,良,67,103,5,1.1,44,136
1626,2018-05-16,1526400000,2018,5,16,152,中度污染,116,93,5,1.9,37,180
1627,2018-05-17,1526486400,2018,5,17,59,良,42,59,3,1,30,79
1628,2018-05-18,1526572800,2018,5,18,94,良,23,48,4,0.6,31,152
1629,2018-05-19,1526659200,2018,5,19,110,轻度污染,38,68,5,0.7,43,170
1630,2018-05-20,1526745600,2018,5,20,61,良,39,45,3,0.8,30,113
1631,2018-05-21,1526832000,2018,5,21,83,良,61,41,2,1,37,54
1632,2018-05-22,1526918400,2018,5,22,102,轻度污染,45,153,2,0.4,25,98
1633,2018-05-23,1527004800,2018,5,23,139,轻度污染,56,228,5,0.5,42,150
1634,2018-05-24,1527091200,2018,5,24,151,中度污染,52,133,7,0.7,52,216
1635,2018-05-25,1527177600,2018,5,25,162,中度污染,61,131,7,0.8,40,227
1636,2018-05-26,1527264000,2018,5,26,0,无,0,0,4,0.8,36,139
1637,2018-05-27,1527350400,2018,5,27,89,良,44,128,3,0.4,34,140
1638,2018-05-28,1527436800,2018,5,28,0,无,0,0,2,0.2,25,95
1639,2018-05-29,1527523200,2018,5,29,63,良,14,55,2,0.3,34,115
1640,2018-05-30,1527609600,2018,5,30,95,良,13,38,3,0.3,35,154
1641,2018-05-31,1527696000,2018,5,31,154,中度污染,29,71,6,0.6,46,219
1642,2018-06-01,1527782400,2018,6,1,129,轻度污染,28,69,3,0.5,48,191
1643,2018-06-02,1527868800,2018,6,2,200,中度污染,51,108,9,0.7,50,265
1644,2018-06-03,1527955200,2018,6,3,87,良,54,123,4,0.7,41,125
1645,2018-06-04,1528041600,2018,6,4,104,轻度污染,30,90,3,0.5,39,164
1646,2018-06-05,1528128000,2018,6,5,164,中度污染,40,120,7,0.5,47,229
1647,2018-06-06,1528214400,2018,6,6,172,中度污染,54,144,9,0.7,46,237
1648,2018-06-07,1528300800,2018,6,7,95,良,22,57,3,0.5,24,153
1649,2018-06-08,1528387200,2018,6,8,90,良,15,43,2,0.5,33,148
1650,2018-06-09,1528473600,2018,6,9,55,良,21,44,2,0.5,29,106
1651,2018-06-10,1528560000,2018,6,10,106,轻度污染,34,42,2,0.7,23,166
1652,2018-06-11,1528646400,2018,6,11,100,良,64,75,2,0.9,31,159
1653,2018-06-12,1528732800,2018,6,12,135,轻度污染,86,88,3,1,46,198
1654,2018-06-13,1528819200,2018,6,13,64,良,46,31,3,1,32,101
1655,2018-06-14,1528905600,2018,6,14,125,轻度污染,25,43,3,0.7,36,187
1656,2018-06-15,1528992000,2018,6,15,136,轻度污染,63,63,5,1.2,27,199
1657,2018-06-16,1529078400,2018,6,16,141,轻度污染,81,102,3,1,28,205
1658,2018-06-17,1529164800,2018,6,17,98,良,45,58,2,0.9,28,157
1659,2018-06-18,1529251200,2018,6,18,148,轻度污染,81,78,3,1,34,212
1660,2018-06-19,1529337600,2018,6,19,118,轻度污染,53,79,4,1,27,179
1661,2018-06-20,1529424000,2018,6,20,97,良,39,52,3,0.7,33,156
1662,2018-06-21,1529510400,2018,6,21,157,中度污染,27,64,7,0.9,34,222
1663,2018-06-22,1529596800,2018,6,22,100,良,58,91,7,1.2,51,160
1664,2018-06-23,1529683200,2018,6,23,203,重度污染,56,90,4,0.9,32,277
1665,2018-06-24,1529769600,2018,6,24,185,中度污染,54,94,4,0.7,31,250
1666,2018-06-25,1529856000,2018,6,25,126,轻度污染,82,115,5,1.2,41,188
1667,2018-06-26,1529942400,2018,6,26,163,中度污染,124,89,4,1.7,35,219
1668,2018-06-27,1530028800,2018,6,27,48,优,26,47,3,0.5,35,95
1669,2018-06-28,1530115200,2018,6,28,66,良,9,27,4,0.3,25,119
1670,2018-06-29,1530201600,2018,6,29,103,轻度污染,18,56,2,0.5,46,163
1671,2018-06-30,1530288000,2018,6,30,186,中度污染,33,77,6,1,34,251
1672,2018-07-01,1530374400,2018,7,1,120,轻度污染,49,62,4,1,25,181
1673,2018-07-02,1530460800,2018,7,2,110,轻度污染,44,58,3,0.9,24,170
1674,2018-07-03,1530547200,2018,7,3,122,轻度污染,54,69,3,0.9,24,184
1675,2018-07-04,1530633600,2018,7,4,172,中度污染,59,84,3,0.9,30,237
1676,2018-07-05,1530720000,2018,7,5,173,中度污染,71,109,4,1.2,35,238
1677,2018-07-06,1530806400,2018,7,6,169,中度污染,36,57,3,1,24,234
1678,2018-07-07,1530892800,2018,7,7,70,良,51,60,3,0.9,27,50
1679,2018-07-08,1530979200,2018,7,8,111,轻度污染,54,65,3,0.9,23,172
1680,2018-07-09,1531065600,2018,7,9,102,轻度污染,76,52,3,1,29,82
1681,2018-07-10,1531152000,2018,7,10,50,优,32,40,3,0.7,22,100
1682,2018-07-11,1531238400,2018,7,11,47,优,30,47,3,0.6,35,64
1683,2018-07-12,1531324800,2018,7,12,48,优,33,38,3,0.9,33,78
1684,2018-07-13,1531411200,2018,7,13,60,良,43,48,3,0.9,38,107
1685,2018-07-14,1531497600,2018,7,14,110,轻度污染,51,59,3,0.7,23,171
1686,2018-07-15,1531584000,2018,7,15,117,轻度污染,59,67,4,1,29,178
1687,2018-07-16,1531670400,2018,7,16,38,优,26,36,3,0.7,28,68
1688,2018-07-17,1531756800,2018,7,17,34,优,18,21,3,0.7,27,63
1689,2018-07-18,1531843200,2018,7,18,109,轻度污染,82,90,3,1.4,27,116
1690,2018-07-19,1531929600,2018,7,19,92,良,68,86,5,1,34,122
1691,2018-07-20,1532016000,2018,7,20,108,轻度污染,80,82,3,1,27,168
1692,2018-07-21,1532102400,2018,7,21,130,轻度污染,69,79,4,0.9,21,193
1693,2018-07-22,1532188800,2018,7,22,62,良,44,47,3,0.9,28,105
1694,2018-07-23,1532275200,2018,7,23,100,良,54,56,3,1,23,159
1695,2018-07-24,1532361600,2018,7,24,31,优,17,28,3,0.6,18,62
1696,2018-07-25,1532448000,2018,7,25,55,良,10,20,3,0.5,19,105
1697,2018-07-26,1532534400,2018,7,26,95,良,11,32,3,0.5,24,154
1698,2018-07-27,1532620800,2018,7,27,93,良,46,65,3,1.2,24,151
1699,2018-07-28,1532707200,2018,7,28,129,轻度污染,55,70,3,1.2,21,191
1700,2018-07-29,1532793600,2018,7,29,145,轻度污染,72,90,3,1.2,28,209
1701,2018-07-30,1532880000,2018,7,30,141,轻度污染,72,87,3,1.2,28,205
1702,2018-07-31,1532966400,2018,7,31,163,中度污染,62,87,4,1.2,30,228
1703,2018-08-01,1533052800,2018,8,1,167,中度污染,58,87,3,1.2,28,232
1704,2018-08-02,1533139200,2018,8,2,151,中度污染,81,103,5,1.5,25,216
1705,2018-08-03,1533225600,2018,8,3,133,轻度污染,54,82,3,1,29,196
1706,2018-08-04,1533312000,2018,8,4,172,中度污染,63,99,8,1.2,29,237
1707,2018-08-05,1533398400,2018,8,5,83,良,34,59,4,0.9,21,139
1708,2018-08-06,1533484800,2018,8,6,53,良,35,55,10,1.4,32,66
