id,date,timestamp,year,month,day,aqi,rank,pm25,pm10,so2,co,no2,o3
832,2016-03-12,1457712000,2016,3,12,144,轻度污染,110,138,40,1.8,82,44
833,2016-03-13,1457798400,2016,3,13,48,优,30,48,9,0.6,32,92
834,2016-03-14,1457884800,2016,3,14,103,轻度污染,77,118,21,1.3,64,72
835,2016-03-15,1457971200,2016,3,15,190,中度污染,143,198,47,1.6,79,56
836,2016-03-16,1458057600,2016,3,16,300,重度污染,250,261,38,2.2,89,120
837,2016-03-17,1458144000,2016,3,17,338,严重污染,288,298,31,2.3,103,106
838,2016-03-18,1458230400,2016,3,18,227,重度污染,177,55,12,1.4,64,112
839,2016-03-19,1458316800,2016,3,19,88,良,65,113,17,1,44,76
840,2016-03-20,1458403200,2016,3,20,89,良,66,113,10,1,62,86
841,2016-03-21,1458489600,2016,3,21,163,中度污染,124,179,21,1.2,80,116
842,2016-03-22,1458576000,2016,3,22,138,轻度污染,105,207,25,1.4,75,68
843,2016-03-23,1458662400,2016,3,23,43,优,16,37,4,0.5,26,85
844,2016-03-24,1458748800,2016,3,24,44,优,13,24,3,0.4,31,87
845,2016-03-25,1458835200,2016,3,25,48,优,17,38,4,0.5,38,89
846,2016-03-26,1458921600,2016,3,26,45,优,12,29,4,0.4,27,90
847,2016-03-27,1459008000,2016,3,27,47,优,17,47,4,0.4,35,92
848,2016-03-28,1459094400,2016,3,28,123,轻度污染,70,195,16,0.8,66,77
849,2016-03-29,1459180800,2016,3,29,62,良,19,74,5,0.4,33,96
850,2016-03-30,1459267200,2016,3,30,63,良,30,76,9,0.6,42,93
851,2016-03-31,1459353600,2016,3,31,199,中度污染,149,239,33,1.4,73,118
852,2016-04-01,1459440000,2016,4,1,93,良,35,135,6,0.4,26,95
853,2016-04-02,1459526400,2016,4,2,43,优,9,28,3,0.2,16,86
854,2016-04-03,1459612800,2016,4,3,52,良,20,54,3,0.3,26,93
855,2016-04-04,1459699200,2016,4,4,103,轻度污染,77,114,12,0.6,48,121
856,2016-04-05,1459785600,2016,4,5,148,轻度污染,113,146,19,1,52,142
857,2016-04-06,1459872000,2016,4,6,192,中度污染,144,182,30,2,71,96
858,2016-04-07,1459958400,2016,4,7,108,轻度污染,81,112,4,1,43,90
859,2016-04-08,1460044800,2016,4,8,71,良,25,92,5,0.4,32,97
860,2016-04-09,1460131200,2016,4,9,148,轻度污染,73,245,11,0.7,55,95
861,2016-04-10,1460217600,2016,4,10,121,轻度污染,54,192,13,0.8,43,95
862,2016-04-11,1460304000,2016,4,11,77,良,41,103,9,0.6,42,89
863,2016-04-12,1460390400,2016,4,12,105,轻度污染,79,104,6,0.8,58,76
864,2016-04-13,1460476800,2016,4,13,158,中度污染,120,134,7,1,64,104
865,2016-04-14,1460563200,2016,4,14,76,良,32,101,4,0.3,28,108
866,2016-04-15,1460649600,2016,4,15,80,良,59,107,16,1,58,91
867,2016-04-17,1460822400,2016,4,17,46,优,16,35,2,0.3,16,91
868,2016-04-18,1460908800,2016,4,18,50,优,19,39,3,0.3,25,100
869,2016-04-19,1460995200,2016,4,19,98,良,73,104,20,1.3,65,64
870,2016-04-20,1461081600,2016,4,20,92,良,68,102,8,0.9,44,121
871,2016-04-21,1461168000,2016,4,21,127,轻度污染,96,165,7,0.9,58,124
872,2016-04-22,1461254400,2016,4,22,74,良,33,97,2,0.3,23,108
873,2016-04-23,1461340800,2016,4,23,54,良,23,58,4,0.3,30,97
874,2016-04-24,1461427200,2016,4,24,113,轻度污染,85,149,22,0.9,53,152
875,2016-04-25,1461513600,2016,4,25,119,轻度污染,90,141,14,0.7,34,172
876,2016-04-26,1461600000,2016,4,26,95,良,71,124,26,1.4,44,141
877,2016-04-27,1461686400,2016,4,27,120,轻度污染,91,134,9,1.1,62,115
878,2016-04-28,1461772800,2016,4,28,122,轻度污染,81,100,7,1,49,184
879,2016-04-29,1461859200,2016,4,29,168,中度污染,127,160,17,1.4,65,185
880,2016-04-30,1461945600,2016,4,30,209,重度污染,159,168,10,1.4,58,232
881,2016-05-01,1462032000,2016,5,1,234,重度污染,184,166,26,2.3,43,236
882,2016-05-02,1462118400,2016,5,2,82,良,50,103,2,0.5,20,138
883,2016-05-03,1462204800,2016,5,3,60,良,23,70,2,0.4,29,101
884,2016-05-04,1462291200,2016,5,4,68,良,29,59,4,0.5,49,121
885,2016-05-05,1462377600,2016,5,5,102,轻度污染,62,153,14,0.9,43,129
886,2016-05-06,1462464000,2016,5,6,116,轻度污染,57,182,2,0.2,13,100
887,2016-05-07,1462550400,2016,5,7,74,良,23,55,3,0.3,29,128
888,2016-05-08,1462636800,2016,5,8,97,良,60,103,15,0.7,44,156
889,2016-05-09,1462723200,2016,5,9,64,良,36,64,4,0.5,39,116
890,2016-05-10,1462809600,2016,5,10,100,良,43,76,4,0.5,36,160
891,2016-05-11,1462896000,2016,5,11,200,中度污染,150,166,12,1.1,36,177
892,2016-05-12,1462982400,2016,5,12,62,良,34,45,3,0.5,28,114
893,2016-05-13,1463068800,2016,5,13,73,良,32,60,6,0.6,43,127
894,2016-05-14,1463155200,2016,5,14,58,良,41,33,3,0.5,35,84
895,2016-05-15,1463241600,2016,5,15,49,优,34,33,2,0.5,36,87
896,2016-05-16,1463328000,2016,5,16,75,良,24,59,3,0.5,43,129
897,2016-05-17,1463414400,2016,5,17,162,中度污染,58,104,11,0.6,52,227
898,2016-05-18,1463500800,2016,5,18,134,轻度污染,61,101,9,0.5,35,197
899,2016-05-19,1463587200,2016,5,19,184,中度污染,86,118,15,0.8,38,249
900,2016-05-20,1463673600,2016,5,20,171,中度污染,88,110,20,1.1,49,236
901,2016-05-21,1463760000,2016,5,21,150,轻度污染,68,83,18,0.8,47,215
902,2016-05-22,1463846400,2016,5,22,142,轻度污染,49,87,8,0.7,51,206
903,2016-05-23,1463932800,2016,5,23,95,良,61,106,14,0.9,45,153
904,2016-05-24,1464019200,2016,5,24,75,良,19,44,3,0.4,28,129
905,2016-05-25,1464105600,2016,5,25,66,良,13,31,3,0.3,25,119
906,2016-05-26,1464192000,2016,5,26,63,良,22,61,2,0.3,31,115
907,2016-05-27,1464278400,2016,5,27,122,轻度污染,48,104,12,0.6,50,184
908,2016-05-28,1464364800,2016,5,28,138,轻度污染,48,87,10,0.7,38,201
909,2016-05-29,1464451200,2016,5,29,95,良,33,76,5,0.5,30,153
910,2016-05-30,1464537600,2016,5,30,204,重度污染,82,147,16,1.1,51,283
911,2016-05-31,1464624000,2016,5,31,138,轻度污染,45,115,11,0.8,36,201
912,2016-06-01,1464710400,2016,6,1,108,轻度污染,37,73,6,0.7,42,168
913,2016-06-02,1464796800,2016,6,2,156,中度污染,53,88,9,0.8,51,221
914,2016-06-03,1464883200,2016,6,3,160,中度污染,82,125,21,1.2,61,225
915,2016-06-04,1464969600,2016,6,4,179,中度污染,87,127,16,0.9,38,244
916,2016-06-05,1465056000,2016,6,5,161,中度污染,71,98,14,0.9,38,226
917,2016-06-06,1465142400,2016,6,6,189,中度污染,87,119,7,0.9,32,254
918,2016-06-07,1465228800,2016,6,7,127,轻度污染,60,0,2,0.8,25,189
919,2016-06-08,1465315200,2016,6,8,170,中度污染,129,129,3,1.2,36,223
920,2016-06-09,1465401600,2016,6,9,153,中度污染,106,140,7,1,33,218
921,2016-06-10,1465488000,2016,6,10,123,轻度污染,52,32,2,0.6,20,185
922,2016-06-11,1465574400,2016,6,11,64,良,12,30,2,0.4,25,116
923,2016-06-12,1465660800,2016,6,12,146,轻度污染,71,100,7,1,33,210
924,2016-06-13,1465747200,2016,6,13,96,良,47,0,2,0.6,28,155
925,2016-06-14,1465833600,2016,6,14,50,优,35,44,2,0.6,26,95
926,2016-06-15,1465920000,2016,6,15,92,良,19,40,2,0.5,30,150
927,2016-06-16,1466006400,2016,6,16,90,良,26,59,2,0.6,47,148
928,2016-06-17,1466092800,2016,6,17,59,良,24,56,2,0.6,47,103
929,2016-06-18,1466179200,2016,6,18,145,轻度污染,42,72,4,0.7,44,209
930,2016-06-19,1466265600,2016,6,19,149,轻度污染,65,98,5,0.8,39,213
931,2016-06-20,1466352000,2016,6,20,166,中度污染,85,101,5,1,28,231
932,2016-06-21,1466438400,2016,6,21,175,中度污染,85,89,2,0.9,30,240
933,2016-06-22,1466524800,2016,6,22,150,轻度污染,56,85,2,0.7,32,214
934,2016-06-23,1466611200,2016,6,23,117,轻度污染,76,102,6,1.1,38,178
935,2016-06-24,1466697600,2016,6,24,70,良,13,30,2,0.6,30,123
936,2016-06-25,1466784000,2016,6,25,59,良,18,38,2,0.4,32,110
937,2016-06-26,1466870400,2016,6,26,140,轻度污染,41,77,5,0.5,42,203
938,2016-06-27,1466956800,2016,6,27,98,良,60,88,7,0.7,39,157
939,2016-06-28,1467043200,2016,6,28,98,良,73,0,2,0.7,32,118
940,2016-06-29,1467129600,2016,6,29,145,轻度污染,111,0,2,0.9,33,166
941,2016-06-30,1467216000,2016,6,30,130,轻度污染,60,57,2,0.7,33,192
942,2016-07-01,1467302400,2016,7,1,82,良,14,32,2,0.4,25,138
943,2016-07-02,1467388800,2016,7,2,119,轻度污染,47,71,3,0.7,38,180
944,2016-07-03,1467475200,2016,7,3,137,轻度污染,83,108,8,1,43,200
945,2016-07-04,1467561600,2016,7,4,173,中度污染,131,110,5,1.2,32,216
946,2016-07-05,1467648000,2016,7,5,161,中度污染,96,104,5,1,30,226
947,2016-07-06,1467734400,2016,7,6,155,中度污染,74,106,5,0.9,35,220
948,2016-07-07,1467820800,2016,7,7,177,中度污染,110,125,8,1.2,33,242
949,2016-07-08,1467907200,2016,7,8,146,轻度污染,91,104,5,1.2,34,210
950,2016-07-09,1467993600,2016,7,9,143,轻度污染,83,93,4,0.8,32,207
951,2016-07-10,1468080000,2016,7,10,137,轻度污染,91,86,4,0.8,28,200
952,2016-07-11,1468166400,2016,7,11,129,轻度污染,86,98,7,0.7,29,191
953,2016-07-12,1468252800,2016,7,12,52,良,29,54,4,0.6,29,94
954,2016-07-13,1468339200,2016,7,13,112,轻度污染,20,43,3,0.5,32,173
955,2016-07-14,1468425600,2016,7,14,80,良,35,0,4,0.8,42,135
956,2016-07-15,1468512000,2016,7,15,52,良,36,40,2,0.7,30,77
957,2016-07-16,1468598400,2016,7,16,54,良,38,53,3,0.8,40,82
958,2016-07-17,1468684800,2016,7,17,154,中度污染,79,97,3,1.1,42,219
959,2016-07-18,1468771200,2016,7,18,139,轻度污染,106,130,4,1.3,52,137
960,2016-07-19,1468857600,2016,7,19,133,轻度污染,101,0,2,1.3,44,53
961,2016-07-20,1468944000,2016,7,20,48,优,33,7,2,0.7,18,57
962,2016-07-21,1469030400,2016,7,21,40,优,28,39,2,0.8,27,53
963,2016-07-22,1469116800,2016,7,22,100,良,75,81,2,1.1,32,154
964,2016-07-23,1469203200,2016,7,23,158,中度污染,120,174,2,1.2,34,180
965,2016-07-24,1469289600,2016,7,24,131,轻度污染,73,118,3,0.9,34,194
966,2016-07-25,1469376000,2016,7,25,57,良,40,38,3,0.8,29,108
967,2016-07-26,1469462400,2016,7,26,93,良,21,48,3,0.6,24,151
968,2016-07-27,1469548800,2016,7,27,168,中度污染,47,0,2,0.7,35,233
969,2016-07-28,1469635200,2016,7,28,128,轻度污染,50,81,2,0.7,31,190
970,2016-07-29,1469721600,2016,7,29,158,中度污染,120,139,2,1.3,30,217
971,2016-07-30,1469808000,2016,7,30,170,中度污染,129,48,2,1.6,32,87
972,2016-07-31,1469894400,2016,7,31,77,良,56,82,2,1,32,102
973,2016-08-01,1469980800,2016,8,1,109,轻度污染,71,100,3,1.3,30,169
974,2016-08-02,1470067200,2016,8,2,96,良,49,58,2,1,31,155
975,2016-08-03,1470153600,2016,8,3,153,中度污染,59,80,3,1,35,218
976,2016-08-04,1470240000,2016,8,4,155,中度污染,101,114,2,1.4,33,220
977,2016-08-05,1470326400,2016,8,5,103,轻度污染,66,88,3,0.8,29,163
978,2016-08-06,1470412800,2016,8,6,129,轻度污染,98,96,2,1,32,162
979,2016-08-07,1470499200,2016,8,7,69,良,20,34,2,0.6,19,122
980,2016-08-08,1470585600,2016,8,8,95,良,32,48,3,0.8,26,154
981,2016-08-09,1470672000,2016,8,9,135,轻度污染,46,70,6,1.2,37,198
982,2016-08-10,1470758400,2016,8,10,112,轻度污染,84,97,3,0.9,27,158
983,2016-08-11,1470844800,2016,8,11,114,轻度污染,86,100,3,0.9,29,156
984,2016-08-12,1470931200,2016,8,12,79,良,58,73,4,0.9,38,72
985,2016-08-13,1471017600,2016,8,13,50,优,22,35,3,0.7,40,45
986,2016-08-14,1471104000,2016,8,14,104,轻度污染,22,48,3,0.6,38,164
987,2016-08-15,1471190400,2016,8,15,45,优,20,42,2,0.6,29,89
988,2016-08-16,1471276800,2016,8,16,96,良,24,41,2,0.6,32,155
989,2016-08-17,1471363200,2016,8,17,87,良,64,0,3,1,58,47
990,2016-08-18,1471449600,2016,8,18,99,良,74,0,2,1.6,42,43
991,2016-08-19,1471536000,2016,8,19,67,良,19,42,2,0.9,25,120
992,2016-08-20,1471622400,2016,8,20,134,轻度污染,54,70,2,1,38,197
993,2016-08-21,1471708800,2016,8,21,179,中度污染,54,74,3,1,40,244
994,2016-08-22,1471795200,2016,8,22,103,轻度污染,50,66,4,0.9,32,163
995,2016-08-23,1471881600,2016,8,23,95,良,71,91,6,0.9,42,135
996,2016-08-24,1471968000,2016,8,24,109,轻度污染,82,110,3,1.1,48,133
997,2016-08-25,1472054400,2016,8,25,34,优,17,23,2,0.4,24,67
998,2016-08-26,1472140800,2016,8,26,45,优,11,29,2,0.4,33,90
999,2016-08-27,1472227200,2016,8,27,48,优,15,39,3,0.4,38,81
1000,2016-08-28,1472313600,2016,8,28,46,优,12,32,2,0.3,34,92
1001,2016-08-29,1472400000,2016,8,29,66,良,19,47,3,0.5,45,119
1002,2016-08-30,1472486400,2016,8,30,109,轻度污染,30,65,3,0.6,48,169
1003,2016-08-31,1472572800,2016,8,31,50,优,16,37,3,0.5,40,88
1004,2016-09-01,1472659200,2016,9,1,39,优,8,31,3,0.3,31,72
1005,2016-09-02,1472745600,2016,9,2,39,优,12,34,2,0.4,31,56
1006,2016-09-03,1472832000,2016,9,3,86,良,21,45,2,0.5,35,143
1007,2016-09-04,1472918400,2016,9,4,106,轻度污染,79,0,5,1,44,166
1008,2016-09-05,1473004800,2016,9,5,54,良,28,58,2,0.5,33,94
1009,2016-09-06,1473091200,2016,9,6,0,无,0,0,0,0,0,0
1010,2016-09-07,1473177600,2016,9,7,87,良,40,65,5,0.7,41,144
1011,2016-09-08,1473264000,2016,9,8,55,良,23,46,2,0.6,44,105
1012,2016-09-09,1473350400,2016,9,9,53,良,18,39,3,0.5,42,68
1013,2016-09-10,1473436800,2016,9,10,54,良,17,44,3,0.5,43,92
1014,2016-09-11,1473523200,2016,9,11,65,良,32,48,2,0.8,29,117
1015,2016-09-12,1473609600,2016,9,12,72,良,34,51,2,0.8,38,126
1016,2016-09-13,1473696000,2016,9,13,118,轻度污染,89,98,3,1.1,53,137
1017,2016-09-14,1473782400,2016,9,14,130,轻度污染,99,102,4,1.1,50,174
1018,2016-09-15,1473868800,2016,9,15,111,轻度污染,79,100,4,0.9,42,172
1019,2016-09-16,1473955200,2016,9,16,172,中度污染,130,125,4,1.1,39,187
1020,2016-09-17,1474041600,2016,9,17,57,良,40,0,2,0.8,37,49
1021,2016-09-18,1474128000,2016,9,18,42,优,23,22,2,0.6,33,18
1022,2016-09-19,1474214400,2016,9,19,44,优,12,29,2,0.4,35,74
1023,2016-09-20,1474300800,2016,9,20,59,良,21,44,3,0.5,47,95
1024,2016-09-21,1474387200,2016,9,21,97,良,68,117,5,1,77,44
1025,2016-09-22,1474473600,2016,9,22,137,轻度污染,104,129,7,1.1,59,113
1026,2016-09-23,1474560000,2016,9,23,168,中度污染,127,172,3,1.2,49,182
1027,2016-09-24,1474646400,2016,9,24,156,中度污染,119,203,4,1.1,54,174
1028,2016-09-25,1474732800,2016,9,25,211,重度污染,161,193,4,1.5,49,96
1029,2016-09-26,1474819200,2016,9,26,80,良,59,109,2,1.2,46,61
1030,2016-09-27,1474905600,2016,9,27,33,优,23,29,2,0.6,24,59
1031,2016-09-28,1474992000,2016,9,28,50,优,16,38,3,0.4,40,58
1032,2016-09-29,1475078400,2016,9,29,75,良,53,90,5,0.7,60,95
1033,2016-09-30,1475164800,2016,9,30,135,轻度污染,103,138,7,0.9,76,145
1034,2016-10-01,1475251200,2016,10,1,220,重度污染,170,202,11,1.3,86,118
1035,2016-10-02,1475337600,2016,10,2,233,重度污染,183,201,6,1.4,72,132
1036,2016-10-03,1475424000,2016,10,3,159,中度污染,121,140,3,1.1,58,132
1037,2016-10-04,1475510400,2016,10,4,47,优,31,44,3,1.1,37,34
1038,2016-10-05,1475596800,2016,10,5,83,良,61,91,2,1.2,42,57
1039,2016-10-06,1475683200,2016,10,6,95,良,71,0,4,1.6,48,11
1040,2016-10-07,1475769600,2016,10,7,55,良,39,17,2,1.6,43,15
1041,2016-10-08,1475856000,2016,10,8,33,优,13,29,2,0.5,26,60
1042,2016-10-09,1475942400,2016,10,9,67,良,33,64,4,0.7,53,33
1043,2016-10-10,1476028800,2016,10,10,122,轻度污染,92,127,10,1.2,79,31
1044,2016-10-11,1476115200,2016,10,11,149,轻度污染,114,130,8,1.4,65,62
1045,2016-10-12,1476201600,2016,10,12,107,轻度污染,80,102,6,1.2,64,51
1046,2016-10-13,1476288000,2016,10,13,206,重度污染,156,189,5,1.6,75,78
1047,2016-10-14,1476374400,2016,10,14,292,重度污染,242,258,6,2,93,73
1048,2016-10-15,1476460800,2016,10,15,236,重度污染,186,226,4,1.9,88,4
1049,2016-10-16,1476547200,2016,10,16,153,中度污染,117,137,3,1,58,55
1050,2016-10-17,1476633600,2016,10,17,85,良,63,101,2,0.9,53,61
1051,2016-10-18,1476720000,2016,10,18,160,中度污染,122,158,6,1.8,72,10
1052,2016-10-19,1476806400,2016,10,19,278,重度污染,228,228,5,2.3,83,38
1053,2016-10-20,1476892800,2016,10,20,115,轻度污染,87,0,6,1.4,54,27
1054,2016-10-21,1476979200,2016,10,21,60,良,43,0,2,0.8,39,33
1055,2016-10-22,1477065600,2016,10,22,38,优,15,25,2,0.6,30,36
1056,2016-10-23,1477152000,2016,10,23,55,良,28,52,4,0.6,44,38
1057,2016-10-24,1477238400,2016,10,24,87,良,64,113,3,1.2,58,4
1058,2016-10-25,1477324800,2016,10,25,133,轻度污染,101,135,3,1.5,74,8
1059,2016-10-26,1477411200,2016,10,26,69,良,42,88,4,0.8,50,46
1060,2016-10-27,1477497600,2016,10,27,63,良,30,66,5,1,50,11
1061,2016-10-28,1477584000,2016,10,28,38,优,11,29,2,0.4,30,58
1062,2016-10-29,1477670400,2016,10,29,59,良,26,62,4,0.6,47,42
1063,2016-10-30,1477756800,2016,10,30,66,良,44,81,5,0.8,42,54
1064,2016-10-31,1477843200,2016,10,31,29,优,9,25,4,0.3,19,57
1065,2016-11-01,1477929600,2016,11,1,69,良,45,74,9,0.7,55,37
1066,2016-11-02,1478016000,2016,11,2,140,轻度污染,107,149,10,1.5,82,23
1067,2016-11-03,1478102400,2016,11,3,243,重度污染,193,241,9,2.6,104,11
1068,2016-11-04,1478188800,2016,11,4,292,重度污染,242,271,6,3.4,119,12
1069,2016-11-05,1478275200,2016,11,5,230,重度污染,180,203,5,3.1,95,36
1070,2016-11-06,1478361600,2016,11,6,95,良,71,97,10,1.2,56,40
1071,2016-11-07,1478448000,2016,11,7,53,良,37,43,3,0.8,39,50
1072,2016-11-08,1478534400,2016,11,8,67,良,39,71,7,0.8,53,36
1073,2016-11-09,1478620800,2016,11,9,208,重度污染,158,194,14,2.5,86,5
1074,2016-11-10,1478707200,2016,11,10,199,中度污染,149,178,8,1.8,70,15
1075,2016-11-11,1478793600,2016,11,11,110,轻度污染,83,124,7,1.7,65,16
1076,2016-11-12,1478880000,2016,11,12,100,良,75,124,10,1.5,66,28
1077,2016-11-13,1478966400,2016,11,13,132,轻度污染,100,165,11,2.3,72,4
1078,2016-11-14,1479052800,2016,11,14,62,良,39,73,4,0.9,35,61
1079,2016-11-15,1479139200,2016,11,15,79,良,45,84,13,1.5,63,23
1080,2016-11-16,1479225600,2016,11,16,132,轻度污染,100,147,16,2.2,80,21
1081,2016-11-17,1479312000,2016,11,17,149,轻度污染,114,165,22,2.5,70,6
1082,2016-11-18,1479398400,2016,11,18,242,重度污染,192,280,19,3.7,87,3
1083,2016-11-19,1479484800,2016,11,19,165,中度污染,125,133,9,1.8,65,49
1084,2016-11-20,1479571200,2016,11,20,70,良,51,0,4,1.1,41,25
1085,2016-11-21,1479657600,2016,11,21,30,优,10,21,3,0.4,15,60
1086,2016-11-22,1479744000,2016,11,22,28,优,8,21,4,0.4,21,55
1087,2016-11-23,1479830400,2016,11,23,44,优,19,33,8,0.6,35,43
1088,2016-11-24,1479916800,2016,11,24,102,轻度污染,76,107,18,1.5,70,25
1089,2016-11-25,1480003200,2016,11,25,214,重度污染,164,205,24,2.6,97,8
1090,2016-11-26,1480089600,2016,11,26,315,严重污染,265,361,22,3.5,117,13
1091,2016-11-27,1480176000,2016,11,27,68,良,49,80,7,0.9,45,58
1092,2016-11-28,1480262400,2016,11,28,97,良,63,101,18,1.7,77,16
1093,2016-11-29,1480348800,2016,11,29,129,轻度污染,98,146,26,2.6,81,4
1094,2016-11-30,1480435200,2016,11,30,117,轻度污染,88,128,15,2.1,67,53
1095,2016-12-01,1480521600,2016,12,1,60,良,33,56,9,0.8,48,57
1096,2016-12-02,1480608000,2016,12,2,129,轻度污染,98,131,19,2.1,85,17
1097,2016-12-03,1480694400,2016,12,3,259,重度污染,209,272,24,3.4,113,10
1098,2016-12-04,1480780800,2016,12,4,302,严重污染,252,284,18,3.6,104,17
1099,2016-12-05,1480867200,2016,12,5,60,良,43,50,8,1,43,61
1100,2016-12-06,1480953600,2016,12,6,112,轻度污染,84,128,21,2.3,92,11
1101,2016-12-07,1481040000,2016,12,7,170,中度污染,129,169,23,2.7,100,15
1102,2016-12-08,1481126400,2016,12,8,114,轻度污染,86,119,11,1.7,53,66
1103,2016-12-09,1481212800,2016,12,9,54,良,25,45,9,0.8,43,48
1104,2016-12-10,1481299200,2016,12,10,80,良,49,74,14,1.4,64,24
1105,2016-12-11,1481385600,2016,12,11,219,重度污染,169,204,35,3.5,101,8
1106,2016-12-12,1481472000,2016,12,12,271,重度污染,221,240,39,3,103,15
1107,2016-12-13,1481558400,2016,12,13,68,良,49,32,9,1.2,50,43
1108,2016-12-14,1481644800,2016,12,14,58,良,28,51,11,0.8,46,43
1109,2016-12-15,1481731200,2016,12,15,54,良,27,53,10,0.9,43,59
1110,2016-12-16,1481817600,2016,12,16,149,轻度污染,114,149,22,2.2,92,14
1111,2016-12-17,1481904000,2016,12,17,246,重度污染,196,224,32,3.3,104,11
1112,2016-12-18,1481990400,2016,12,18,271,重度污染,221,239,25,3.5,102,14
1113,2016-12-19,1482076800,2016,12,19,273,重度污染,223,253,22,4.1,111,14
1114,2016-12-20,1482163200,2016,12,20,418,严重污染,376,415,8,8,135,6
1115,2016-12-21,1482249600,2016,12,21,431,严重污染,396,415,12,8,155,9
1116,2016-12-22,1482336000,2016,12,22,79,良,58,57,6,1.3,35,59
1117,2016-12-23,1482422400,2016,12,23,62,良,34,65,9,0.8,49,39
1118,2016-12-24,1482508800,2016,12,24,160,中度污染,122,152,26,2.7,90,10
1119,2016-12-25,1482595200,2016,12,25,195,中度污染,146,168,30,2.8,96,5
1120,2016-12-26,1482681600,2016,12,26,59,良,41,45,15,0.9,47,50
1121,2016-12-27,1482768000,2016,12,27,59,良,42,63,9,0.9,45,51
1122,2016-12-28,1482854400,2016,12,28,87,良,64,64,10,1.1,42,45
1123,2016-12-29,1482940800,2016,12,29,88,良,65,94,12,1.1,53,31
1124,2016-12-30,1483027200,2016,12,30,262,重度污染,212,255,19,3.3,100,8
1125,2016-12-31,1483113600,2016,12,31,351,严重污染,301,356,21,4.6,129,8
1126,2017-01-01,1483200000,2017,1,1,470,严重污染,454,516,8,6.8,141,6
1127,2017-01-02,1483286400,2017,1,2,248,重度污染,198,332,13,3.8,102,38
1128,2017-01-03,1483372800,2017,1,3,348,严重污染,298,386,17,6,144,17
1129,2017-01-04,1483459200,2017,1,4,389,严重污染,339,435,18,7.5,150,13
1130,2017-01-05,1483545600,2017,1,5,270,重度污染,220,303,16,5.3,109,11
1131,2017-01-06,1483632000,2017,1,6,248,重度污染,198,199,25,4.3,108,14
1132,2017-01-07,1483718400,2017,1,7,220,重度污染,170,239,19,3.3,84,11
1133,2017-01-08,1483804800,2017,1,8,50,优,35,51,10,1,35,54
1134,2017-01-09,1483891200,2017,1,9,50,优,35,43,7,0.8,39,47
1135,2017-01-10,1483977600,2017,1,10,42,优,23,41,7,0.7,34,61
1136,2017-01-11,1484064000,2017,1,11,95,良,59,87,19,1.7,76,19
1137,2017-01-12,1484150400,2017,1,12,63,良,42,62,13,1,51,46
1138,2017-01-13,1484236800,2017,1,13,34,优,8,21,5,0.4,22,69
1139,2017-01-14,1484323200,2017,1,14,56,良,19,39,11,0.9,45,52
1140,2017-01-15,1484409600,2017,1,15,71,良,52,69,11,1,49,31
1141,2017-01-16,1484496000,2017,1,16,121,轻度污染,92,108,18,1.8,67,8
1142,2017-01-17,1484582400,2017,1,17,180,中度污染,136,153,21,2.2,73,21
1143,2017-01-18,1484668800,2017,1,18,62,良,36,54,10,0.9,50,39
1144,2017-01-19,1484755200,2017,1,19,70,良,46,90,14,1.2,37,63
1145,2017-01-20,1484841600,2017,1,20,43,优,23,37,9,0.8,35,57
1146,2017-01-21,1484928000,2017,1,21,49,优,25,49,10,0.8,29,72
1147,2017-01-22,1485014400,2017,1,22,52,良,25,36,12,0.9,42,49
1148,2017-01-23,1485100800,2017,1,23,58,良,33,47,13,1,47,44
1149,2017-01-24,1485187200,2017,1,24,114,轻度污染,87,101,29,2.1,75,29
1150,2017-01-25,1485273600,2017,1,25,224,重度污染,174,190,39,3.3,94,30
1151,2017-01-26,1485360000,2017,1,26,209,重度污染,159,194,27,2.7,63,70
1152,2017-01-27,1485446400,2017,1,27,87,良,65,104,22,0.8,30,77
1153,2017-01-28,1485532800,2017,1,28,398,严重污染,348,431,85,2.7,71,26
1154,2017-01-29,1485619200,2017,1,29,56,良,31,62,10,0.7,15,68
1155,2017-01-30,1485705600,2017,1,30,40,优,27,40,10,0.6,21,72
1156,2017-01-31,1485792000,2017,1,31,104,轻度污染,79,92,28,1.3,43,57
1157,2017-02-01,1485878400,2017,2,1,51,良,33,53,14,0.6,26,62
1158,2017-02-02,1485964800,2017,2,2,103,轻度污染,78,101,30,1.6,62,50
1159,2017-02-03,1486051200,2017,2,3,210,重度污染,160,188,45,2.7,86,49
1160,2017-02-04,1486137600,2017,2,4,305,严重污染,255,297,51,3.4,96,52
1161,2017-02-05,1486224000,2017,2,5,43,优,12,19,7,0.5,25,86
1162,2017-02-06,1486310400,2017,2,6,36,优,13,26,7,0.5,29,68
1163,2017-02-07,1486396800,2017,2,7,103,轻度污染,78,96,21,1.6,61,40
1164,2017-02-08,1486483200,2017,2,8,49,优,30,49,7,0.8,26,76
1165,2017-02-09,1486569600,2017,2,9,38,优,7,22,3,0.3,12,76
1166,2017-02-10,1486656000,2017,2,10,42,优,7,23,3,0.4,15,85
1167,2017-02-11,1486742400,2017,2,11,65,良,47,72,19,1,48,77
1168,2017-02-12,1486828800,2017,2,12,137,轻度污染,105,134,42,2.4,79,43
1169,2017-02-13,1486915200,2017,2,13,108,轻度污染,82,107,24,2.1,69,70
1170,2017-02-14,1487001600,2017,2,14,230,重度污染,180,196,31,2.9,98,20
